id,ACTION
419,0.993965
420,0.992649
421,0.998946
422,0.990559
423,0.958755
424,0.844940
425,0.995560
426,0.973986
427,0.997216
428,0.992951
429,0.961308
430,0.999298
431,0.987605
432,0.990190
433,0.986927
434,0.983486
435,0.993491
436,0.999569
437,0.996216
438,0.179163
439,0.977134
440,0.456521
441,0.992808
442,0.999825
443,0.996391
444,0.995283
445,0.956572
446,0.997959
447,0.891537
448,0.996041
449,0.988592
450,0.983045
451,0.929576
452,0.990561
453,0.997989
454,0.953589
455,0.992986
456,0.993233
457,0.998691
458,0.997814
459,0.996905
460,0.723852
461,0.929911
462,0.998952
463,0.993981
464,0.993749
465,0.983347
466,0.997924
467,0.376753
468,0.982083
469,0.991658
470,0.992374
471,0.993953
472,0.994365
473,0.998263
474,0.995362
475,0.970864
476,0.992305
477,0.996783
478,0.993127
479,0.996862
480,0.998082
481,0.998793
482,0.982837
483,0.999167
484,0.979110
485,0.980162
486,0.929001
487,0.983944
488,0.993735
489,0.994519
490,0.981868
491,0.995041
492,0.987286
493,0.977455
494,0.993887
495,0.992801
496,0.993251
497,0.998242
498,0.998384
499,0.998537
500,0.977636
501,0.986191
502,0.943582
503,0.980944
504,0.985303
505,0.980347
506,0.998268
507,0.996825
508,0.976727
509,0.986074
510,0.411028
511,0.974121
512,0.988624
513,0.997364
514,0.722303
515,0.990424
516,0.990528
517,0.998878
518,0.929156
519,0.964593
520,0.948133
521,0.998283
522,0.996028
523,0.993619
524,0.256780
525,0.534818
526,0.465610
527,0.995066
528,0.991648
529,0.979465
530,0.998950
531,0.931337
532,0.984503
533,0.992931
534,0.974806
535,0.991570
536,0.987837
537,0.999445
538,0.988858
539,0.987871
540,0.945969
541,0.997009
542,0.977608
543,0.922848
544,0.968507
545,0.988429
546,0.994065
547,0.889329
548,0.706622
549,0.915823
550,0.884146
551,0.970362
552,0.951664
553,0.995914
554,0.918811
555,0.996873
556,0.987158
557,0.989489
558,0.968728
559,0.978035
560,0.981903
561,0.996481
562,0.992614
563,0.995979
564,0.752522
565,0.999461
566,0.972742
567,0.958647
568,0.867788
569,0.990782
570,0.981509
571,0.414735
572,0.994871
573,0.956275
574,0.428394
575,0.999443
576,0.994927
577,0.991676
578,0.993235
579,0.834650
580,0.978988
581,0.990582
582,0.990324
583,0.997544
584,0.896712
585,0.995430
586,0.989727
587,0.935151
588,0.992712
589,0.996935
590,0.939669
591,0.979482
592,0.999184
593,0.966438
594,0.988409
595,0.998458
596,0.997872
597,0.994480
598,0.871743
599,0.974776
600,0.973032
601,0.989196
602,0.969095
603,0.999759
604,0.994840
605,0.979698
606,0.995978
607,0.991368
608,0.997044
609,0.979935
610,0.822225
611,0.991872
612,0.987788
613,0.995561
614,0.752712
615,0.999341
616,0.537865
617,0.951606
618,0.996296
619,0.987641
620,0.998751
621,0.997699
622,0.969095
623,0.987829
624,0.920304
625,0.905662
626,0.995321
627,0.993775
628,0.954349
629,0.996305
630,0.998003
631,0.997248
632,0.968968
633,0.998041
634,0.998013
635,0.940784
636,0.994065
637,0.979784
638,0.992060
639,0.968323
640,0.987922
641,0.997914
642,0.973476
643,0.980012
644,0.995735
645,0.998502
646,0.761375
647,0.996821
648,0.954921
649,0.997882
650,0.892239
651,0.993005
652,0.998200
653,0.509949
654,0.980579
655,0.940325
656,0.995429
657,0.990536
658,0.995730
659,0.995851
660,0.966576
661,0.991592
662,0.995425
663,0.995491
664,0.994502
665,0.948872
666,0.618684
667,0.962265
668,0.979291
669,0.960480
670,0.491050
671,0.980349
672,0.979361
673,0.694299
674,0.978359
675,0.972342
676,0.992557
677,0.966860
678,0.997420
679,0.996554
680,0.990221
681,0.534151
682,0.982093
683,0.998065
684,0.991519
685,0.963171
686,0.976637
687,0.991058
688,0.996327
689,0.996925
690,0.998537
691,0.999377
692,0.997852
693,0.936229
694,0.996781
695,0.984416
696,0.718200
697,0.999292
698,0.996515
699,0.997142
700,0.990626
701,0.980126
702,0.995250
703,0.973602
704,0.967321
705,0.907784
706,0.820210
707,0.921326
708,0.998157
709,0.980627
710,0.993924
711,0.900581
712,0.944194
713,0.992851
714,0.998676
715,0.988139
716,0.865838
717,0.994111
718,0.960112
719,0.993689
720,0.993837
721,0.978931
722,0.998154
723,0.985561
724,0.984528
725,0.987373
726,0.963132
727,0.997784
728,0.999128
729,0.910420
730,0.953521
731,0.961206
732,0.999736
733,0.999710
734,0.999977
735,0.989330
736,0.782484
737,0.993565
738,0.996323
739,0.981774
740,0.997607
741,0.992986
742,0.995814
743,0.992500
744,0.998652
745,0.995272
746,0.993988
747,0.986401
748,0.996925
749,0.991404
750,0.999939
751,0.998502
752,0.988129
753,0.969801
754,0.980488
755,0.991985
756,0.717132
757,0.999343
758,0.987020
759,0.940761
760,0.952737
761,0.959533
762,0.962132
763,0.959830
764,0.966547
765,0.993673
766,0.982993
767,0.990801
768,0.995309
769,0.984445
770,0.985832
771,0.998964
772,0.991858
773,0.997946
774,0.994797
775,0.977809
776,0.857715
777,0.966782
778,0.990752
779,0.996025
780,0.515467
781,0.821857
782,0.987419
783,0.997705
784,0.979722
785,0.701798
786,0.975437
787,0.996206
788,0.974639
789,0.982467
790,0.944198
791,0.988563
792,0.994343
793,0.926931
794,0.984861
795,0.997114
796,0.947082
797,0.998724
798,0.997953
799,0.984319
800,0.999435
801,0.997578
802,0.990495
803,0.859391
804,0.996184
805,0.987589
806,0.997774
807,0.961803
808,0.926693
809,0.997862
810,0.995985
811,0.990513
812,0.414230
813,0.998367
814,0.977086
815,0.877954
816,0.999484
817,0.999321
818,0.997179
819,0.993308
820,0.960606
821,0.979503
822,0.997338
823,0.998376
824,0.995096
825,0.995315
826,0.951469
827,0.999251
828,0.992974
829,0.995291
830,0.993950
831,0.826826
832,0.999939
833,0.998182
834,0.995157
835,0.999553
836,0.960436
837,0.994341
838,0.998214
839,0.928768
840,0.976632
841,0.952924
842,0.998002
843,0.996564
844,0.997530
845,0.996641
846,0.992531
847,0.997774
848,0.997890
849,0.953802
850,0.543873
851,0.997468
852,0.991094
853,0.995865
854,0.198236
855,0.985683
856,0.994691
857,0.971485
858,0.994461
859,0.985970
860,0.999504
861,0.992934
862,0.976644
863,0.996970
864,0.940849
865,0.119226
866,0.970731
867,0.992729
868,0.982966
869,0.981804
870,0.997474
871,0.989559
872,0.981236
873,0.996193
874,0.852678
875,0.995675
876,0.983881
877,0.987624
878,0.985035
879,0.993295
880,0.986731
881,0.963368
882,0.996170
883,0.997489
884,0.964053
885,0.980511
886,0.999285
887,0.871282
888,0.995249
889,0.984402
890,0.999690
891,0.994596
892,0.965141
893,0.863471
894,0.997984
895,0.995365
896,0.987294
897,0.857978
898,0.969190
899,0.850807
900,0.996797
901,0.985003
902,0.992234
903,0.991601
904,0.993960
905,0.999459
906,0.998860
907,0.999783
908,0.999660
909,0.957658
910,0.954892
911,0.923024
912,0.993391
913,0.999142
914,0.998628
915,0.983236
916,0.961820
917,0.985455
918,0.989365
919,0.997092
920,0.993804
921,0.978445
922,0.984485
923,0.888400
924,0.975375
925,0.877132
926,0.995524
927,0.996003
928,0.998709
929,0.996956
930,0.999830
931,0.997494
932,0.994033
933,0.993426
934,0.994293
935,0.966491
936,0.949556
937,0.994409
938,0.993501
939,0.989875
940,0.916574
941,0.990318
942,0.998139
943,0.781364
944,0.994187
945,0.910959
946,0.986390
947,0.989070
948,0.933859
949,0.998043
950,0.990810
951,0.998755
952,0.774122
953,0.980909
954,0.990181
955,0.903884
956,0.307540
957,0.988910
958,0.978269
959,0.571516
960,0.958552
961,0.982743
962,0.994366
963,0.987884
964,0.966439
965,0.977189
966,0.921283
967,0.991836
968,0.942548
969,0.951890
970,0.954066
971,0.995974
972,0.999086
973,0.997575
974,0.993712
975,0.982561
976,0.979139
977,0.997396
978,0.923363
979,0.927494
980,0.739869
981,0.998230
982,0.991384
983,0.999790
984,0.149479
985,0.997198
986,0.983626
987,0.999692
988,0.986135
989,0.997296
990,0.910206
991,0.604540
992,0.973164
993,0.999983
994,0.996870
995,0.992292
996,0.997096
997,0.647197
998,0.990491
999,0.986785
1000,0.998676
1001,0.997197
1002,0.921903
1003,0.939182
1004,0.985618
1005,0.964269
1006,0.954376
1007,0.991384
1008,0.996161
1009,0.999317
1010,0.992944
1011,0.998434
1012,0.920845
1013,0.995241
1014,0.986102
1015,0.996691
1016,0.999340
1017,0.483926
1018,0.989372
1019,0.972643
1020,0.998232
1021,0.998631
1022,0.968008
1023,0.978324
1024,0.983778
1025,0.892225
1026,0.923014
1027,0.993875
1028,0.959888
1029,0.995058
1030,0.993201
1031,0.982879
1032,0.999850
1033,0.998674
1034,0.992551
1035,0.999533
1036,0.997862
1037,0.978570
1038,0.991574
1039,0.982873
1040,0.994138
1041,0.995462
1042,0.991753
1043,0.562475
1044,0.735101
1045,0.912984
1046,0.991103
1047,0.998933
1048,0.995827
1049,0.627682
1050,0.998544
1051,0.995570
1052,0.991315
1053,0.999291
1054,0.884679
1055,0.994682
1056,0.973176
1057,0.984393
1058,0.998207
1059,0.997596
1060,0.995021
1061,0.976767
1062,0.882190
1063,0.975664
1064,0.979228
1065,0.999633
1066,0.993941
1067,0.997505
1068,0.907901
1069,0.971122
1070,0.996646
1071,0.837972
1072,0.995094
1073,0.747430
1074,0.966914
1075,0.999492
1076,0.992103
1077,0.982437
1078,0.989441
1079,0.988288
1080,0.898650
1081,0.999943
1082,0.998395
1083,0.992689
1084,0.995955
1085,0.947057
1086,0.999572
1087,0.953048
1088,0.991052
1089,0.993314
1090,0.998033
1091,0.985038
1092,0.994960
1093,0.995323
1094,0.996318
1095,0.999771
1096,0.995710
1097,0.996494
1098,0.996611
1099,0.990168
1100,0.990116
1101,0.874395
1102,0.982402
1103,0.999162
1104,0.625382
1105,0.997548
1106,0.999546
1107,0.998546
1108,0.989974
1109,0.996748
1110,0.996976
1111,0.997736
1112,0.993989
1113,0.995534
1114,0.871279
1115,0.800120
1116,0.995873
1117,0.961019
1118,0.957986
1119,0.955006
1120,0.969165
1121,0.991175
1122,0.779945
1123,0.962608
1124,0.987208
1125,0.994115
1126,0.987246
1127,0.996275
1128,0.997849
1129,0.996958
1130,0.996372
1131,0.867515
1132,0.962889
1133,0.999696
1134,0.996233
1135,0.826640
1136,0.992737
1137,0.996117
1138,0.998710
1139,0.998843
1140,0.795419
1141,0.991419
1142,0.977694
1143,0.996442
1144,0.986487
1145,0.993944
1146,0.999278
1147,0.984925
1148,0.991450
1149,0.996969
1150,0.997978
1151,0.999690
1152,0.999496
1153,0.999792
1154,0.543746
1155,0.999810
1156,0.997821
1157,0.964454
1158,0.748393
1159,0.992167
1160,0.922797
1161,0.995357
1162,0.993978
1163,0.958063
1164,0.995249
1165,0.998821
1166,0.974620
1167,0.991942
1168,0.996345
1169,0.962986
1170,0.936970
1171,0.992992
1172,0.994850
1173,0.996696
1174,0.942053
1175,0.998576
1176,0.992824
1177,0.997691
1178,0.994378
1179,0.998297
1180,0.625941
1181,0.478649
1182,0.982003
1183,0.976402
1184,0.980945
1185,0.999034
1186,0.982685
1187,0.987296
1188,0.556440
1189,0.984936
1190,0.993381
1191,0.995653
1192,0.999255
1193,0.997032
1194,0.988954
1195,0.997831
1196,0.978152
1197,0.991589
1198,0.994907
1199,0.999225
1200,0.997832
1201,0.988099
1202,0.998949
1203,0.996370
1204,0.987508
1205,0.995739
1206,0.989338
1207,0.979904
1208,0.999191
1209,0.768490
1210,0.971036
1211,0.993027
1212,0.987717
1213,0.982921
1214,0.975041
1215,0.999035
1216,0.937279
1217,0.973742
1218,0.988884
1219,0.992289
1220,0.887410
1221,0.994900
1222,0.979932
1223,0.998864
1224,0.961897
1225,0.997660
1226,0.989022
1227,0.987872
1228,0.992355
1229,0.987905
1230,0.999308
1231,0.994736
1232,0.994736
1233,0.999833
1234,0.990416
1235,0.980384
1236,0.996549
1237,0.988477
1238,0.967090
1239,0.997557
1240,0.944702
1241,0.982420
1242,0.987990
1243,0.989260
1244,0.999569
1245,0.995034
1246,0.928745
1247,0.984172
1248,0.998670
1249,0.949256
1250,0.998549
1251,0.867932
1252,0.911712
1253,0.999605
1254,0.994856
1255,0.997198
1256,0.999056
1257,0.790992
1258,0.990306
1259,0.991475
1260,0.998804
1261,0.998873
1262,0.988221
1263,0.993564
1264,0.987103
1265,0.995435
1266,0.992610
1267,0.998372
1268,0.996520
1269,0.986959
1270,0.998166
1271,0.985338
1272,0.998059
1273,0.984808
1274,0.916376
1275,0.998273
1276,0.995801
1277,0.963389
1278,0.985088
1279,0.996150
1280,0.980643
1281,0.998935
1282,0.987385
1283,0.988822
1284,0.987555
1285,0.999442
1286,0.999771
1287,0.842100
1288,0.975024
1289,0.960540
1290,0.998366
1291,0.991155
1292,0.978689
1293,0.997204
1294,0.976166
1295,0.996996
1296,0.981999
1297,0.996428
1298,0.991327
1299,0.950998
1300,0.521257
1301,0.970693
1302,0.858945
1303,0.996391
1304,0.991635
1305,0.917799
1306,0.996831
1307,0.999648
1308,0.995334
1309,0.993626
1310,0.989444
1311,0.988146
1312,0.997674
1313,0.763081
1314,0.988293
1315,0.993390
1316,0.996568
1317,0.993135
1318,0.996534
1319,0.996834
1320,0.871667
1321,0.918703
1322,0.999498
1323,0.998590
1324,0.998768
1325,0.997935
1326,0.981343
1327,0.901157
1328,0.990339
1329,0.999188
1330,0.994437
1331,0.997480
1332,0.988042
1333,0.941821
1334,0.977637
1335,0.910203
1336,0.991762
1337,0.994272
1338,0.998681
1339,0.781569
1340,0.995862
1341,0.982543
1342,0.987359
1343,0.995874
1344,0.991056
1345,0.997089
1346,0.989308
1347,0.994555
1348,0.978632
1349,0.991176
1350,0.997880
1351,0.939436
1352,0.980632
1353,0.979359
1354,0.995711
1355,0.978352
1356,0.992330
1357,0.825506
1358,0.809300
1359,0.168763
1360,0.496038
1361,0.980677
1362,0.993499
1363,0.998941
1364,0.951646
1365,0.994297
1366,0.975949
1367,0.998026
1368,0.992258
1369,0.995102
1370,0.966650
1371,0.994037
1372,0.973204
1373,0.855010
1374,0.990078
1375,0.999872
1376,0.972244
1377,0.996371
1378,0.995042
1379,0.973360
1380,0.990938
1381,0.998790
1382,0.974400
1383,0.994657
1384,0.996114
1385,0.985716
1386,0.993700
1387,0.974165
1388,0.918167
1389,0.993489
1390,0.998511
1391,0.092683
1392,0.961776
1393,0.940145
1394,0.990023
1395,0.875622
1396,0.975178
1397,0.989425
1398,0.998776
1399,0.940407
1400,0.984333
1401,0.998152
1402,0.994030
1403,0.994073
1404,0.993902
1405,0.983796
1406,0.995123
1407,0.951330
1408,0.993918
1409,0.961448
1410,0.995553
1411,0.975251
1412,0.992491
1413,0.570330
1414,0.936486
1415,0.984424
1416,0.955964
1417,0.946219
1418,0.985867
1419,0.999773
1420,0.985871
1421,0.994644
1422,0.988590
1423,0.980959
1424,0.996251
1425,0.987272
1426,0.988090
1427,0.999614
1428,0.983883
1429,0.252734
1430,0.990071
1431,0.973291
1432,0.995018
1433,0.168554
1434,0.652054
1435,0.985378
1436,0.989270
1437,0.979553
1438,0.982050
1439,0.987203
1440,0.987731
1441,0.938326
1442,0.996284
1443,0.994547
1444,0.996890
1445,0.996856
1446,0.998859
1447,0.984710
1448,0.984508
1449,0.995520
1450,0.982706
1451,0.987561
1452,0.997088
1453,0.995908
1454,0.941680
1455,0.971300
1456,0.929893
1457,0.990511
1458,0.998169
1459,0.996953
1460,0.991999
1461,0.997575
1462,0.151263
1463,0.998603
1464,0.689812
1465,0.995040
1466,0.994985
1467,0.980132
1468,0.991953
1469,0.967080
1470,0.961644
1471,0.984344
1472,0.971762
1473,0.982133
1474,0.999912
1475,0.999411
1476,0.995153
1477,0.953332
1478,0.997592
1479,0.994933
1480,0.992364
1481,0.996132
1482,0.670143
1483,0.978079
1484,0.981992
1485,0.990172
1486,0.990980
1487,0.963042
1488,0.955295
1489,0.998863
1490,0.962022
1491,0.999809
1492,0.978772
1493,0.983731
1494,0.910968
1495,0.978688
1496,0.997289
1497,0.990437
1498,0.992583
1499,0.998053
1500,0.998095
1501,0.995307
1502,0.685645
1503,0.982487
1504,0.980964
1505,0.998781
1506,0.955064
1507,0.991475
1508,0.958963
1509,0.997170
1510,0.996701
1511,0.990189
1512,0.997948
1513,0.992385
1514,0.985921
1515,0.899748
1516,0.955417
1517,0.367353
1518,0.975476
1519,0.997201
1520,0.997302
1521,0.992243
1522,0.979369
1523,0.927216
1524,0.934068
1525,0.998977
1526,0.990829
1527,0.986201
1528,0.987296
1529,0.984534
1530,0.996227
1531,0.990663
1532,0.994446
1533,0.994968
1534,0.997967
1535,0.999640
1536,0.954848
1537,0.996402
1538,0.999151
1539,0.988368
1540,0.996743
1541,0.999538
1542,0.977042
1543,0.964601
1544,0.995799
1545,0.999452
1546,0.989554
1547,0.979812
1548,0.995127
1549,0.998663
1550,0.994478
1551,0.994865
1552,0.995686
1553,0.998764
1554,0.993920
1555,0.974850
1556,0.993154
1557,0.969855
1558,0.997052
1559,0.987619
1560,0.899342
1561,0.984600
1562,0.703990
1563,0.443801
1564,0.988665
1565,0.975895
1566,0.980934
1567,0.991843
1568,0.923746
1569,0.988789
1570,0.977112
1571,0.900369
1572,0.994455
1573,0.210576
1574,0.999759
1575,0.975589
1576,0.984827
1577,0.995768
1578,0.905630
1579,0.996057
1580,0.531908
1581,0.999617
1582,0.990299
1583,0.970928
1584,0.998823
1585,0.986546
1586,0.982071
1587,0.973392
1588,0.998609
1589,0.993446
1590,0.997788
1591,0.990612
1592,0.999264
1593,0.991693
1594,0.990128
1595,0.114484
1596,0.937440
1597,0.996425
1598,0.989889
1599,0.198589
1600,0.977597
1601,0.983150
1602,0.980183
1603,0.980503
1604,0.988467
1605,0.973683
1606,0.995819
1607,0.925884
1608,0.950679
1609,0.960316
1610,0.776886
1611,0.999336
1612,0.985226
1613,0.997155
1614,0.802969
1615,0.995613
1616,0.992329
1617,0.495930
1618,0.978557
1619,0.998114
1620,0.991989
1621,0.955790
1622,0.908509
1623,0.980913
1624,0.992913
1625,0.993018
1626,0.995930
1627,0.436397
1628,0.628823
1629,0.996012
1630,0.978741
1631,0.998023
1632,0.977424
1633,0.949150
1634,0.980468
1635,0.987585
1636,0.988241
1637,0.990563
1638,0.976114
1639,0.947809
1640,0.995356
1641,0.998927
1642,0.453079
1643,0.998665
1644,0.995636
1645,0.919544
1646,0.990346
1647,0.980437
1648,0.997004
1649,0.984098
1650,0.981227
1651,0.984530
1652,0.999343
1653,0.999890
1654,0.999622
1655,0.994637
1656,0.989757
1657,0.991278
1658,0.992077
1659,0.933755
1660,0.999407
1661,0.999260
1662,0.992912
1663,0.963147
1664,0.999124
1665,0.959487
1666,0.977342
1667,0.987126
1668,0.998872
1669,0.992913
1670,0.995526
1671,0.804890
1672,0.969591
1673,0.979395
1674,0.994172
1675,0.331078
1676,0.545454
1677,0.993871
1678,0.984559
1679,0.997683
1680,0.998838
1681,0.994767
1682,0.965190
1683,0.997165
1684,0.985035
1685,0.999404
1686,0.999612
1687,0.983721
1688,0.996030
1689,0.991100
1690,0.991264
1691,0.992269
1692,0.999108
1693,0.998012
1694,0.924134
1695,0.999183
1696,0.991287
1697,0.985732
1698,0.917246
1699,0.985305
1700,0.995119
1701,0.989533
1702,0.998309
1703,0.856807
1704,0.979258
1705,0.938665
1706,0.962950
1707,0.998844
1708,0.987017
1709,0.998943
1710,0.999377
1711,0.996129
1712,0.987428
1713,0.632137
1714,0.995832
1715,0.990158
1716,0.999833
1717,0.777471
1718,0.195590
1719,0.993473
1720,0.952530
1721,0.991912
1722,0.998793
1723,0.994344
1724,0.999132
1725,0.985873
1726,0.993709
1727,0.998392
1728,0.997280
1729,0.987685
1730,0.993755
1731,0.952280
1732,0.920144
1733,0.993777
1734,0.968382
1735,0.993735
1736,0.962172
1737,0.998490
1738,0.997166
1739,0.995503
1740,0.997730
1741,0.800754
1742,0.999443
1743,0.998560
1744,0.943997
1745,0.995528
1746,0.998095
1747,0.946204
1748,0.943605
1749,0.999471
1750,0.979237
1751,0.987781
1752,0.992778
1753,0.998516
1754,0.999143
1755,0.948605
1756,0.992350
1757,0.995865
1758,0.979719
1759,0.998177
1760,0.991038
1761,0.882774
1762,0.830575
1763,0.995795
1764,0.995622
1765,0.984394
1766,0.977374
1767,0.999512
1768,0.626832
1769,0.743405
1770,0.983616
1771,0.981269
1772,0.999784
1773,0.967479
1774,0.979791
1775,0.999509
1776,0.931428
1777,0.971661
1778,0.970457
1779,0.998928
1780,0.874102
1781,0.966157
1782,0.868357
1783,0.981862
1784,0.988767
1785,0.997208
1786,0.988891
1787,0.942529
1788,0.897004
1789,0.971306
1790,0.998644
1791,0.632599
1792,0.994084
1793,0.991901
1794,0.877971
1795,0.983613
1796,0.905483
1797,0.981386
1798,0.994820
1799,0.996308
1800,0.999075
1801,0.995872
1802,0.998470
1803,0.988920
1804,0.995844
1805,0.859187
1806,0.741798
1807,0.999629
1808,0.994299
1809,0.999095
1810,0.992515
1811,0.998403
1812,0.998644
1813,0.476578
1814,0.556488
1815,0.972633
1816,0.998682
1817,0.983064
1818,0.993238
1819,0.913219
1820,0.994143
1821,0.997743
1822,0.991771
1823,0.960203
1824,0.801890
1825,0.999952
1826,0.986222
1827,0.996865
1828,0.945137
1829,0.998289
1830,0.943764
1831,0.997789
1832,0.999027
1833,0.995826
1834,0.985207
1835,0.977069
1836,0.999280
1837,0.995823
1838,0.905370
1839,0.993723
1840,0.988954
1841,0.870576
1842,0.990367
1843,0.995308
1844,0.921432
1845,0.995611
1846,0.986664
1847,0.993377
1848,0.994211
1849,0.995268
1850,0.998552
1851,0.972417
1852,0.995586
1853,0.776962
1854,0.996993
1855,0.947162
1856,0.997737
1857,0.994343
1858,0.461724
1859,0.997335
1860,0.848334
1861,0.994654
1862,0.999410
1863,0.954726
1864,0.970145
1865,0.986836
1866,0.993252
1867,0.992598
1868,0.992481
1869,0.940684
1870,0.923046
1871,0.999099
1872,0.973413
1873,0.488168
